account_id,country,segment,fund_size_eur,strategic_priority_flag
ACME-EU-00500,ES,PIAO,4357198756.92008,False
ACME-EU-00501,CH,PIAO,3363842268.050281,False
ACME-EU-00502,NL,PIAO,3983610304.5596704,True
ACME-EU-00503,NL,PIAO,1253089026.0637023,False
ACME-EU-00504,LU,PIAO,3124745623.9353876,False
ACME-EU-00505,CH,FAM,2859158169.7355995,False
ACME-EU-00506,DE,FAM,4164319053.564567,False
ACME-EU-00507,LU,PIAO,4530529215.345821,False
ACME-EU-00508,IT,FAM,61771700.61545665,False
ACME-EU-00509,LU,PIAO,3370425575.3749046,False
ACME-EU-00510,FR,FAM,260127159.79952538,False
ACME-EU-00511,DE,PIAO,2744744466.721702,True
ACME-EU-00512,FR,PIAO,1438876012.4893475,False
ACME-EU-00513,CH,FAM,1534576221.011184,False
ACME-EU-00514,BE,FAM,1765439558.7583306,False
ACME-EU-00515,FR,PIAO,3106840952.799001,True
ACME-EU-00516,IT,PIAO,1670915778.3781774,False
ACME-EU-00517,LU,FAM,3663762553.9008117,False
ACME-EU-00518,BE,FAM,2023232400.4837747,False
ACME-EU-00519,LU,PIAO,342697648.34948313,True
ACME-EU-00520,FR,FAM,3919015452.578052,False
ACME-EU-00521,LU,PIAO,1429505864.6389372,False
ACME-EU-00522,CH,PIAO,2164401631.116714,False
ACME-EU-00523,BE,PIAO,3427533972.226286,False
ACME-EU-00524,CH,PIAO,1662948329.5864115,False
ACME-EU-00525,FR,FAM,283871695.0774314,False
ACME-EU-00526,CH,FAM,1870231314.017055,True
ACME-EU-00527,IT,FAM,4722298464.888823,False
ACME-EU-00528,FR,FAM,3209030252.0954924,True
ACME-EU-00529,FR,FAM,3357724264.1873674,False
ACME-EU-00530,FR,FAM,3161778486.0345616,False
ACME-EU-00531,DE,FAM,995761702.6582246,False
ACME-EU-00532,LU,PIAO,2092250986.6472983,True
ACME-EU-00533,DE,FAM,3754948052.018228,False
ACME-EU-00534,DE,FAM,507763114.86824256,False
ACME-EU-00535,IT,PIAO,1389986027.6724715,False
ACME-EU-00536,BE,FAM,1382319223.2208023,True
ACME-EU-00537,LU,FAM,2160662619.0449357,True
ACME-EU-00538,CH,PIAO,4901863335.969983,False
ACME-EU-00539,NL,FAM,338445230.87242585,False
ACME-EU-00540,FR,FAM,2593986270.9085946,False
ACME-EU-00541,CH,FAM,897644045.37904,True
ACME-EU-00542,FR,PIAO,4853412050.503311,False
ACME-EU-00543,IT,FAM,567404220.1325935,False
ACME-EU-00544,FR,FAM,2018601410.8055947,False
ACME-EU-00545,DE,PIAO,3689687039.188196,False
ACME-EU-00546,LU,FAM,3523067585.709199,True
ACME-EU-00547,NL,PIAO,2114220455.8327672,True
ACME-EU-00548,ES,PIAO,1733274315.5956385,True
ACME-EU-00549,FR,FAM,1988664280.3858,False
ACME-EU-00550,CH,PIAO,1322117039.5300376,True
ACME-EU-00551,DE,PIAO,1027459360.5952922,False
ACME-EU-00552,ES,FAM,2415715448.096891,False
ACME-EU-00553,NL,PIAO,1343400246.581969,False
ACME-EU-00554,ES,PIAO,1438020862.8213532,False
ACME-EU-00555,DE,FAM,3284123561.309311,False
ACME-EU-00556,LU,FAM,4842718121.167761,False
ACME-EU-00557,LU,FAM,3018582365.596316,True
ACME-EU-00558,BE,PIAO,385820355.85776645,False
ACME-EU-00559,LU,FAM,378842485.65648085,False
ACME-EU-00560,BE,PIAO,4757164681.006985,False
ACME-EU-00561,ES,PIAO,1487156660.7463608,False
ACME-EU-00562,IT,PIAO,461242863.4262947,False
ACME-EU-00563,CH,PIAO,2995623891.1647573,False
ACME-EU-00564,CH,PIAO,3118620242.6730404,False
ACME-EU-00565,ES,PIAO,3242875595.773322,False
ACME-EU-00566,FR,PIAO,1337742737.259849,True
ACME-EU-00567,FR,FAM,76538310.38816069,False
ACME-EU-00568,LU,FAM,4825111831.9029045,False
ACME-EU-00569,CH,PIAO,1255214335.4098213,False
ACME-EU-00570,CH,PIAO,3380455413.9746847,False
ACME-EU-00571,BE,FAM,3533442719.5236692,False
ACME-EU-00572,IT,PIAO,3050427077.980349,True
ACME-EU-00573,DE,FAM,1565224063.6740274,False
ACME-EU-00574,FR,FAM,1356210172.5665648,False
ACME-EU-00575,CH,FAM,2988743745.230813,False
ACME-EU-00576,BE,PIAO,4330612072.424846,True
ACME-EU-00577,NL,PIAO,4733721910.888055,False
ACME-EU-00578,BE,FAM,530423116.2143844,False
ACME-EU-00579,FR,FAM,774988234.3760015,False
ACME-EU-00580,FR,FAM,4723736557.656615,False
ACME-EU-00581,BE,FAM,3682939606.445628,True
ACME-EU-00582,DE,FAM,4415086130.324036,False
ACME-EU-00583,ES,PIAO,1013960538.0425805,False
ACME-EU-00584,FR,FAM,2938341769.6759,False
ACME-EU-00585,BE,PIAO,3505996832.492951,False
ACME-EU-00586,CH,FAM,3400879315.3494163,True
ACME-EU-00587,BE,PIAO,2041350302.642624,False
ACME-EU-00588,IT,PIAO,77959063.56485108,False
ACME-EU-00589,ES,PIAO,2915047357.9645114,False
ACME-EU-00590,NL,PIAO,1266254594.358864,False
ACME-EU-00591,DE,PIAO,2251820976.468309,False
ACME-EU-00592,LU,PIAO,4787947494.404003,False
ACME-EU-00593,NL,FAM,1995777552.8945312,True
ACME-EU-00594,ES,PIAO,4199168231.7154694,False
ACME-EU-00595,ES,FAM,943514488.1405064,False
ACME-EU-00596,ES,PIAO,3362630029.627119,False
ACME-EU-00597,NL,PIAO,4885057765.240278,False
ACME-EU-00598,CH,FAM,510363611.26381105,False
ACME-EU-00599,ES,PIAO,42591391.193732865,False
ACME-EU-00600,BE,FAM,2168480380.370439,False
ACME-EU-00601,NL,FAM,464034789.77378464,False
ACME-EU-00602,LU,FAM,3742173364.0314803,False
ACME-EU-00603,ES,FAM,4572828770.578946,True
ACME-EU-00604,BE,PIAO,2170670842.5710855,False
ACME-EU-00605,CH,PIAO,1294299499.1350493,True
ACME-EU-00606,IT,FAM,2172582191.714042,False
ACME-EU-00607,CH,PIAO,3617515641.432155,False
ACME-EU-00608,LU,PIAO,46261753.74027452,False
ACME-EU-00609,ES,FAM,2947680493.4340014,False
ACME-EU-00610,LU,PIAO,3066845132.752008,False
ACME-EU-00611,NL,FAM,3188803546.2327814,True
ACME-EU-00612,FR,FAM,1210868377.8244052,False
ACME-EU-00613,ES,PIAO,3570549564.1672554,False
ACME-EU-00614,FR,PIAO,457866040.17255026,False
ACME-EU-00615,BE,PIAO,997152411.9975373,False
ACME-EU-00616,IT,FAM,4387472763.225755,False
ACME-EU-00617,DE,FAM,3693877030.4821053,False
ACME-EU-00618,LU,PIAO,69714024.50271492,False
ACME-EU-00619,CH,PIAO,1242632925.5886312,False
ACME-EU-00620,IT,PIAO,1072818008.4828297,False
ACME-EU-00621,ES,PIAO,1354760833.8568258,True
ACME-EU-00622,FR,FAM,1238551291.629152,False
ACME-EU-00623,CH,PIAO,313568952.4184858,False
ACME-EU-00624,FR,FAM,2295243642.467505,False
ACME-EU-00625,NL,FAM,3663934640.4560394,True
ACME-EU-00626,FR,PIAO,3034051891.8624644,False
ACME-EU-00627,NL,PIAO,3364685471.3218007,False
ACME-EU-00628,BE,PIAO,406664743.5026595,False
ACME-EU-00629,CH,FAM,4757502060.173759,False
ACME-EU-00630,CH,PIAO,4192620677.3812814,True
ACME-EU-00631,DE,PIAO,4025646502.1598177,False
ACME-EU-00632,ES,FAM,4115096041.4037957,False
ACME-EU-00633,NL,PIAO,4663619830.155674,False
ACME-EU-00634,DE,FAM,2721725576.6023746,False
ACME-EU-00635,FR,PIAO,1002209807.3202618,False
ACME-EU-00636,FR,FAM,3084301255.6548533,True
ACME-EU-00637,DE,PIAO,3714664586.846027,False
ACME-EU-00638,CH,PIAO,3689849049.376773,False
ACME-EU-00639,FR,FAM,2607723671.8102336,True
ACME-EU-00640,LU,FAM,343225137.9485567,True
ACME-EU-00641,BE,PIAO,1856193579.212209,False
ACME-EU-00642,BE,FAM,4603912275.7083235,False
ACME-EU-00643,LU,FAM,2922660099.8773727,False
ACME-EU-00644,DE,FAM,2692121384.3353114,False
ACME-EU-00645,LU,FAM,1344998718.3965855,False
ACME-EU-00646,NL,PIAO,1842876150.662978,False
ACME-EU-00647,NL,PIAO,4476835099.676693,True
ACME-EU-00648,DE,FAM,3332648774.586652,False
ACME-EU-00649,LU,FAM,3937147746.734912,False
ACME-EU-00650,NL,FAM,2272272769.915208,False
ACME-EU-00651,CH,FAM,3151605850.061333,False
ACME-EU-00652,LU,PIAO,1242669660.1072943,False
ACME-EU-00653,CH,PIAO,3527598690.5871477,False
ACME-EU-00654,NL,FAM,2138579067.1829832,False
ACME-EU-00655,BE,FAM,2213285028.558913,True
ACME-EU-00656,NL,FAM,3246962300.5598316,True
ACME-EU-00657,CH,PIAO,4681466826.723165,False
ACME-EU-00658,IT,FAM,320967726.696496,False
ACME-EU-00659,ES,PIAO,4123891443.497691,False
ACME-EU-00660,FR,FAM,1462623168.9505534,False
ACME-EU-00661,LU,PIAO,2220153353.0773826,False
ACME-EU-00662,IT,FAM,110544730.54626977,True
ACME-EU-00663,NL,PIAO,1505929343.093731,False
ACME-EU-00664,BE,FAM,2513653581.9080224,False
ACME-EU-00665,DE,FAM,281824210.6598476,False
ACME-EU-00666,NL,FAM,2455987551.1864424,False
ACME-EU-00667,BE,PIAO,4635626033.663279,False
ACME-EU-00668,ES,FAM,527860697.3209183,False
ACME-EU-00669,NL,PIAO,3822439199.649446,True
ACME-EU-00670,CH,PIAO,2048945595.8265872,False
ACME-EU-00671,DE,FAM,3276213398.907166,False
ACME-EU-00672,BE,FAM,1301922753.3281615,False
ACME-EU-00673,BE,FAM,798301820.4442501,False
ACME-EU-00674,BE,PIAO,803152608.741861,False
ACME-EU-00675,ES,FAM,353389236.2700801,False
ACME-EU-00676,NL,PIAO,929047877.8013139,True
ACME-EU-00677,ES,PIAO,3321432705.559852,False
ACME-EU-00678,LU,FAM,4408571368.605697,False
ACME-EU-00679,FR,FAM,4070814302.270218,False
ACME-EU-00680,FR,FAM,3425986415.062546,False
ACME-EU-00681,LU,FAM,553048885.1921022,False
ACME-EU-00682,NL,FAM,1446648044.0334532,False
ACME-EU-00683,CH,FAM,1549724569.7370224,False
ACME-EU-00684,ES,PIAO,1250534775.0417085,False
ACME-EU-00685,DE,PIAO,2575513292.888906,True
ACME-EU-00686,BE,PIAO,2678233520.583483,False
ACME-EU-00687,BE,FAM,1785072989.88038,False
ACME-EU-00688,NL,PIAO,1769592004.5234437,False
ACME-EU-00689,CH,PIAO,4142949433.932501,True
ACME-EU-00690,FR,PIAO,3946674948.7501082,False
ACME-EU-00691,FR,PIAO,1539671362.5720475,False
ACME-EU-00692,BE,PIAO,4569028430.922423,False
ACME-EU-00693,NL,FAM,4764122269.995527,False
ACME-EU-00694,ES,FAM,1634385967.608174,False
ACME-EU-00695,FR,PIAO,1772770319.0164812,False
ACME-EU-00696,ES,PIAO,2528665132.9563723,False
ACME-EU-00697,CH,PIAO,4705662941.855834,False
ACME-EU-00698,FR,FAM,4381720846.278416,False
ACME-EU-00699,FR,FAM,513737244.9553654,False
ACME-EU-00700,IT,PIAO,1964260985.6138096,False
ACME-EU-00701,FR,FAM,2767302577.559109,False
ACME-EU-00702,LU,FAM,2516159230.2851486,False
ACME-EU-00703,DE,PIAO,970121476.6165265,False
ACME-EU-00704,LU,FAM,4294225039.0696054,False
ACME-EU-00705,NL,FAM,3385026974.20119,False
ACME-EU-00706,NL,PIAO,4189703965.8841662,False
ACME-EU-00707,ES,FAM,4293962632.4680114,False
ACME-EU-00708,LU,FAM,3742030912.475033,True
ACME-EU-00709,LU,PIAO,2196613795.647337,False
ACME-EU-00710,LU,FAM,3053123228.3221073,False
ACME-EU-00711,CH,FAM,802666665.192596,False
ACME-EU-00712,FR,PIAO,3368553441.9570637,False
ACME-EU-00713,DE,PIAO,897087025.4406644,False
ACME-EU-00714,ES,PIAO,3470054002.9602737,False
ACME-EU-00715,LU,FAM,1148761205.6090894,False
ACME-EU-00716,LU,PIAO,588638949.4509497,False
ACME-EU-00717,IT,FAM,827257166.2246442,False
ACME-EU-00718,ES,PIAO,10958683.96013227,False
ACME-EU-00719,LU,FAM,3593979349.649798,True
ACME-EU-00720,ES,PIAO,3662272844.242837,True
ACME-EU-00721,FR,PIAO,2575151816.216384,True
ACME-EU-00722,IT,PIAO,807652642.4758631,False
ACME-EU-00723,ES,PIAO,418688133.21593803,False
ACME-EU-00724,DE,FAM,96625703.21999776,True
ACME-EU-00725,DE,PIAO,829575136.6491383,True
ACME-EU-00726,NL,PIAO,4454386819.380751,False
ACME-EU-00727,IT,FAM,1208442671.6667073,False
ACME-EU-00728,IT,PIAO,1772002364.758861,True
ACME-EU-00729,NL,FAM,527622076.9221846,False
ACME-EU-00730,ES,PIAO,1112584162.4361033,False
ACME-EU-00731,IT,PIAO,2596603629.3302455,False
ACME-EU-00732,DE,PIAO,3039155662.795167,False
ACME-EU-00733,DE,FAM,1227516218.516889,False
ACME-EU-00734,LU,PIAO,289603063.9663609,False
ACME-EU-00735,FR,PIAO,1955773312.767866,False
ACME-EU-00736,IT,PIAO,1171782651.2607443,False
ACME-EU-00737,ES,FAM,1098550062.22578,False
ACME-EU-00738,NL,FAM,4799354150.764563,False
ACME-EU-00739,NL,PIAO,3081886129.1426945,True
ACME-EU-00740,ES,FAM,2784835337.4173074,False
ACME-EU-00741,CH,PIAO,2079459742.5130863,False
ACME-EU-00742,BE,PIAO,2145292722.8172913,False
ACME-EU-00743,FR,PIAO,2704984114.186566,False
ACME-EU-00744,NL,PIAO,3482452605.3735,False
ACME-EU-00745,IT,PIAO,3511028334.8129654,False
ACME-EU-00746,FR,PIAO,859297844.6195424,False
ACME-EU-00747,IT,PIAO,2501063647.631058,False
ACME-EU-00748,CH,FAM,2060378517.0754757,False
ACME-EU-00749,DE,FAM,4352764304.380651,False
ACME-EU-00750,FR,FAM,3157463187.170664,False
ACME-EU-00751,LU,FAM,2662987828.013493,False
ACME-EU-00752,NL,FAM,577857816.2524079,False
ACME-EU-00753,FR,FAM,3028583808.7277336,True
ACME-EU-00754,FR,FAM,586902324.4954869,False
ACME-EU-00755,FR,PIAO,1686695671.2531946,False
ACME-EU-00756,BE,PIAO,715066982.106845,False
ACME-EU-00757,FR,PIAO,3460676161.47482,False
ACME-EU-00758,IT,PIAO,1032054317.0669268,False
ACME-EU-00759,DE,FAM,1959905006.566942,False
ACME-EU-00760,CH,FAM,4478478213.316275,False
ACME-EU-00761,ES,PIAO,1022377600.6114525,False
ACME-EU-00762,FR,PIAO,2539517514.7299366,False
ACME-EU-00763,NL,FAM,2096939034.168944,False
ACME-EU-00764,FR,PIAO,91602081.18760294,False
ACME-EU-00765,NL,PIAO,3963997809.750491,False
ACME-EU-00766,IT,PIAO,346160485.66668403,False
ACME-EU-00767,NL,PIAO,2371800849.863791,False
ACME-EU-00768,LU,FAM,2803830796.399811,True
ACME-EU-00769,ES,PIAO,3142503856.6163206,False
ACME-EU-00770,DE,PIAO,3443469514.91007,False
ACME-EU-00771,NL,FAM,1267108645.2300527,False
ACME-EU-00772,NL,FAM,50883904.51558842,False
ACME-EU-00773,DE,PIAO,3617494868.112205,False
ACME-EU-00774,ES,FAM,2678747340.1385455,False
ACME-EU-00775,FR,PIAO,4180752398.3330364,True
ACME-EU-00776,NL,PIAO,4107120426.1405706,False
ACME-EU-00777,DE,FAM,4216787512.771628,False
ACME-EU-00778,LU,PIAO,2425988205.2377214,True
ACME-EU-00779,LU,PIAO,1668808350.7884915,False
ACME-EU-00780,IT,PIAO,3957999454.7542586,False
ACME-EU-00781,DE,PIAO,2257019271.0332456,False
ACME-EU-00782,IT,FAM,918027539.8207691,False
ACME-EU-00783,LU,FAM,4275015123.7878103,False
ACME-EU-00784,ES,PIAO,4412916823.984964,True
ACME-EU-00785,FR,FAM,2332082470.9447103,True
ACME-EU-00786,DE,PIAO,379422936.82162756,False
ACME-EU-00787,CH,PIAO,1939742623.4947393,False
ACME-EU-00788,LU,PIAO,4017884759.653554,False
ACME-EU-00789,LU,PIAO,4508968368.702598,False
ACME-EU-00790,CH,PIAO,1018160239.7454816,False
ACME-EU-00791,BE,FAM,335801086.51433235,False
ACME-EU-00792,LU,PIAO,4386874915.211061,False
ACME-EU-00793,NL,FAM,1947635289.9553976,False
ACME-EU-00794,ES,FAM,2709263060.3735485,False
ACME-EU-00795,DE,PIAO,4840360994.441744,False
ACME-EU-00796,CH,PIAO,333757074.8432,False
ACME-EU-00797,NL,PIAO,3241941719.2530255,True
ACME-EU-00798,CH,PIAO,371453007.45176053,False
ACME-EU-00799,DE,PIAO,1877969173.4040353,False
ACME-EU-00800,IT,FAM,4019268911.4220405,False
ACME-EU-00801,DE,PIAO,2167927691.5454164,False
ACME-EU-00802,BE,PIAO,4985914587.160849,True
ACME-EU-00803,DE,FAM,2795737365.4480643,False
ACME-EU-00804,DE,FAM,1606489601.0271316,False
ACME-EU-00805,BE,PIAO,1101336518.197861,False
ACME-EU-00806,ES,FAM,1753252150.896523,True
ACME-EU-00807,LU,PIAO,1863293835.5239944,False
ACME-EU-00808,DE,FAM,344499674.9420809,False
ACME-EU-00809,BE,FAM,1848501422.934439,False
ACME-EU-00810,NL,PIAO,2321728360.1763854,False
ACME-EU-00811,IT,FAM,3613966023.4417844,False
ACME-EU-00812,IT,FAM,3283990694.123318,False
ACME-EU-00813,DE,FAM,3544119510.490542,False
ACME-EU-00814,ES,FAM,42810045.702408634,False
ACME-EU-00815,ES,FAM,1089119330.5030997,True
ACME-EU-00816,NL,FAM,3308759757.7108827,True
ACME-EU-00817,DE,PIAO,2420462851.5305557,True
ACME-EU-00818,IT,PIAO,27562064.866061386,False
ACME-EU-00819,ES,FAM,4022668717.51668,False
ACME-EU-00820,DE,PIAO,3864275056.8783965,False
ACME-EU-00821,CH,PIAO,2742547395.8048196,False
ACME-EU-00822,ES,PIAO,333250165.5555843,False
ACME-EU-00823,BE,FAM,3832808732.6133904,False
ACME-EU-00824,CH,PIAO,2918984225.0690885,False
ACME-EU-00825,LU,FAM,3910017925.812638,False
ACME-EU-00826,ES,PIAO,3758983214.9868064,False
ACME-EU-00827,IT,FAM,4015207357.717228,False
ACME-EU-00828,FR,FAM,2590522323.9567194,True
ACME-EU-00829,CH,PIAO,702482266.4493815,False
ACME-EU-00830,LU,PIAO,3356116209.4250636,False
ACME-EU-00831,NL,FAM,3102748451.474801,False
ACME-EU-00832,NL,PIAO,3711523682.8082366,False
ACME-EU-00833,IT,PIAO,850235149.2476258,False
ACME-EU-00834,ES,PIAO,975681024.3015459,False
ACME-EU-00835,DE,FAM,4452157176.579423,False
ACME-EU-00836,ES,FAM,3750139014.461902,False
ACME-EU-00837,IT,PIAO,4541234215.012915,False
ACME-EU-00838,NL,PIAO,3793817890.49844,False
ACME-EU-00839,ES,PIAO,2986179374.6455193,False
ACME-EU-00840,NL,FAM,3271009552.4023404,False
ACME-EU-00841,CH,FAM,4445750491.77611,False
ACME-EU-00842,LU,PIAO,2894454965.8051906,True
ACME-EU-00843,DE,PIAO,3162324230.317609,True
ACME-EU-00844,CH,PIAO,783227103.3019993,True
ACME-EU-00845,NL,PIAO,2370132179.3603973,False
ACME-EU-00846,NL,PIAO,3582269162.678537,False
ACME-EU-00847,FR,PIAO,1355442548.8835108,False
ACME-EU-00848,FR,FAM,1012068648.4421501,False
ACME-EU-00849,CH,PIAO,1569820214.3138533,False
ACME-EU-00850,BE,FAM,1208261639.3361745,False
ACME-EU-00851,CH,PIAO,1075348272.5449429,False
ACME-EU-00852,FR,PIAO,2124829363.4975667,False
ACME-EU-00853,NL,FAM,4539284730.903787,False
ACME-EU-00854,IT,FAM,2535791174.0468526,False
ACME-EU-00855,CH,FAM,940413983.6957998,False
ACME-EU-00856,NL,FAM,385781375.2349895,False
ACME-EU-00857,IT,PIAO,3481084569.5444884,True
ACME-EU-00858,IT,FAM,1914611023.4175026,True
ACME-EU-00859,FR,PIAO,4109332901.980211,True
ACME-EU-00860,CH,FAM,3297894332.43521,False
ACME-EU-00861,ES,PIAO,3981411011.2563014,False
ACME-EU-00862,DE,PIAO,1360458251.0528252,False
ACME-EU-00863,FR,PIAO,3462102253.3828297,True
ACME-EU-00864,FR,PIAO,1321045861.4839,False
ACME-EU-00865,ES,PIAO,4695403328.772008,False
ACME-EU-00866,DE,PIAO,3182235033.385339,False
ACME-EU-00867,NL,FAM,1623234489.0765352,False
ACME-EU-00868,BE,PIAO,1348289799.599071,False
ACME-EU-00869,CH,FAM,955441998.7731459,False
ACME-EU-00870,BE,FAM,3473510153.509745,False
ACME-EU-00871,NL,PIAO,1094359349.3766387,False
ACME-EU-00872,LU,FAM,2976921026.3715177,False
ACME-EU-00873,FR,PIAO,1323910499.5998614,False
ACME-EU-00874,DE,FAM,3310182755.024549,False
ACME-EU-00875,FR,PIAO,4074883702.9741554,False
ACME-EU-00876,IT,FAM,3890348190.480121,False
ACME-EU-00877,FR,PIAO,3804495803.322978,False
ACME-EU-00878,FR,PIAO,939424306.0555681,False
ACME-EU-00879,NL,PIAO,442836349.975609,False
ACME-EU-00880,NL,PIAO,3495045193.6084404,False
ACME-EU-00881,NL,FAM,1842367721.7579622,False
ACME-EU-00882,BE,PIAO,2162298785.7903333,False
ACME-EU-00883,IT,FAM,156714314.87416193,False
ACME-EU-00884,LU,FAM,1298622669.925971,False
ACME-EU-00885,LU,FAM,169348342.96844566,False
ACME-EU-00886,NL,PIAO,4396049677.233637,False
ACME-EU-00887,DE,FAM,1217740019.4094338,False
ACME-EU-00888,BE,FAM,2787128510.6954675,False
ACME-EU-00889,ES,FAM,195857623.98499092,False
ACME-EU-00890,DE,PIAO,3334570109.136985,False
ACME-EU-00891,CH,PIAO,1615813701.4247153,False
ACME-EU-00892,CH,FAM,4489698015.601372,False
ACME-EU-00893,DE,PIAO,4440702826.481245,False
ACME-EU-00894,NL,PIAO,1627127801.1903772,False
ACME-EU-00895,ES,FAM,4504903517.556649,False
ACME-EU-00896,ES,FAM,4980792209.820395,False
ACME-EU-00897,BE,PIAO,4127252904.9556165,False
ACME-EU-00898,ES,FAM,4224511867.4283895,False
ACME-EU-00899,CH,PIAO,1245794671.8093405,False
ACME-EU-00900,IT,PIAO,2883935291.889924,False
ACME-EU-00901,NL,PIAO,337212313.9228719,False
ACME-EU-00902,ES,PIAO,475494766.1715269,False
ACME-EU-00903,BE,PIAO,4994464167.5544195,True
ACME-EU-00904,CH,PIAO,1633869607.8801289,False
ACME-EU-00905,IT,FAM,3741171376.332183,True
ACME-EU-00906,FR,FAM,4033518600.0810556,False
ACME-EU-00907,FR,PIAO,4290258331.7651386,False
ACME-EU-00908,IT,PIAO,4988143858.713381,False
ACME-EU-00909,CH,PIAO,1208240929.7990823,False
ACME-EU-00910,BE,FAM,202713783.47163883,False
ACME-EU-00911,IT,PIAO,2056546398.4549353,False
ACME-EU-00912,NL,FAM,651273268.4749058,False
ACME-EU-00913,NL,PIAO,113107019.92111357,False
ACME-EU-00914,FR,PIAO,1802773708.880289,False
ACME-EU-00915,ES,FAM,3918907517.125107,False
ACME-EU-00916,BE,FAM,2831337275.434129,True
ACME-EU-00917,FR,PIAO,1564577168.0625598,False
ACME-EU-00918,ES,PIAO,3272055685.4581056,False
ACME-EU-00919,ES,PIAO,1160858883.3637447,False
ACME-EU-00920,LU,FAM,72892848.91435304,False
ACME-EU-00921,NL,FAM,3822002578.7957006,True
ACME-EU-00922,CH,FAM,3119091681.2351813,False
ACME-EU-00923,DE,FAM,3811750819.880299,False
ACME-EU-00924,CH,FAM,195651145.4216404,False
ACME-EU-00925,DE,FAM,4185761019.52543,False
ACME-EU-00926,IT,PIAO,3098011473.98148,False
ACME-EU-00927,NL,PIAO,2817413358.212488,False
ACME-EU-00928,ES,FAM,3123445626.5245433,False
ACME-EU-00929,BE,PIAO,4322301801.094952,False
ACME-EU-00930,DE,PIAO,2935095596.2879763,False
ACME-EU-00931,CH,FAM,2905170949.0610085,True
ACME-EU-00932,ES,PIAO,4953405106.171763,False
ACME-EU-00933,DE,FAM,3783894105.175771,False
ACME-EU-00934,DE,FAM,2212026733.4502254,False
ACME-EU-00935,LU,PIAO,3537277603.1646056,False
ACME-EU-00936,DE,FAM,1946763127.9872506,False
ACME-EU-00937,BE,FAM,1145148436.9550114,False
ACME-EU-00938,NL,FAM,2984662532.561909,False
ACME-EU-00939,BE,FAM,4640982308.471643,False
ACME-EU-00940,FR,FAM,4645768460.557299,False
ACME-EU-00941,ES,FAM,1710184485.249346,False
ACME-EU-00942,NL,FAM,2638859653.6422534,False
ACME-EU-00943,LU,FAM,1058967856.9507362,True
ACME-EU-00944,NL,PIAO,4978159916.384918,False
ACME-EU-00945,NL,PIAO,4905608421.43181,False
ACME-EU-00946,CH,PIAO,3247895139.607529,False
ACME-EU-00947,NL,FAM,4022265884.327689,False
ACME-EU-00948,LU,FAM,3575785706.2572165,True
ACME-EU-00949,BE,PIAO,2966197936.9783015,False
ACME-EU-00950,NL,PIAO,267686636.94749957,False
ACME-EU-00951,IT,PIAO,2274366948.4207525,True
ACME-EU-00952,ES,FAM,3374256724.5348854,False
ACME-EU-00953,NL,PIAO,3387980537.8045397,False
ACME-EU-00954,ES,PIAO,1866239969.4934955,False
ACME-EU-00955,IT,FAM,4708518241.303494,True
ACME-EU-00956,IT,PIAO,837617804.1516682,False
ACME-EU-00957,ES,FAM,2502296871.6315875,False
ACME-EU-00958,DE,FAM,3454728998.777563,False
ACME-EU-00959,FR,FAM,3485981893.6531544,False
ACME-EU-00960,CH,PIAO,3243546144.887309,False
ACME-EU-00961,DE,PIAO,1377165779.0458488,False
ACME-EU-00962,DE,FAM,781876636.8644233,False
ACME-EU-00963,BE,PIAO,3180065693.8067274,False
ACME-EU-00964,CH,PIAO,2996911278.5810494,False
ACME-EU-00965,CH,PIAO,897600695.4359156,False
ACME-EU-00966,DE,PIAO,3525990588.7072463,False
ACME-EU-00967,NL,FAM,2276404786.6765485,False
ACME-EU-00968,BE,PIAO,3339135197.4241614,True
ACME-EU-00969,BE,FAM,4186998031.770983,False
ACME-EU-00970,IT,FAM,849472414.4560388,False
ACME-EU-00971,LU,PIAO,96705195.11618656,False
ACME-EU-00972,CH,FAM,3895733829.392538,False
ACME-EU-00973,DE,PIAO,3048877428.337927,False
ACME-EU-00974,IT,PIAO,3498498208.5409865,False
ACME-EU-00975,ES,FAM,4190936719.968224,False
ACME-EU-00976,FR,FAM,4014251863.187678,False
ACME-EU-00977,LU,FAM,4804639814.497194,True
ACME-EU-00978,LU,FAM,2680139459.181739,True
ACME-EU-00979,LU,PIAO,2442989667.666867,False
ACME-EU-00980,BE,PIAO,2010034112.2537596,False
ACME-EU-00981,ES,PIAO,769301523.1781785,False
ACME-EU-00982,LU,FAM,2863463557.17723,True
ACME-EU-00983,ES,FAM,1385785609.105568,False
ACME-EU-00984,NL,FAM,4606616253.552665,True
ACME-EU-00985,LU,PIAO,2916370830.5812106,True
ACME-EU-00986,FR,FAM,2964608062.3600426,True
ACME-EU-00987,ES,PIAO,1775268379.724173,False
ACME-EU-00988,ES,FAM,260894770.53655973,False
ACME-EU-00989,FR,PIAO,159687083.0995701,False
ACME-EU-00990,LU,PIAO,2117252385.6218343,False
ACME-EU-00991,FR,FAM,423742325.108092,True
ACME-EU-00992,ES,FAM,3034627930.7451553,False
ACME-EU-00993,FR,PIAO,4404984055.192647,False
ACME-EU-00994,ES,PIAO,4414691167.777092,False
ACME-EU-00995,ES,FAM,3295568005.2510295,True
ACME-EU-00996,NL,FAM,1056947925.5331821,False
ACME-EU-00997,DE,PIAO,4315121159.963001,False
ACME-EU-00998,ES,FAM,4430581083.130728,False
ACME-EU-00999,LU,PIAO,984071271.1798406,False
