opportunity_id,account_id,deal_size_eur,open_date,status,close_date
OPP-0002335,ACME-EU-00584,928247.2654260655,2025-09-18,lost,2025-11-07
OPP-0002336,ACME-EU-00584,684009.2103805157,2025-12-31,lost,
OPP-0002337,ACME-EU-00585,968665.1922456201,2025-12-13,lost,2026-01-31
OPP-0002338,ACME-EU-00585,1646539.0813865715,2025-11-29,lost,2025-12-28
OPP-0002339,ACME-EU-00585,292997.7050296663,2026-03-02,won,
OPP-0002340,ACME-EU-00585,1722429.1770715632,2025-04-11,won,
OPP-0002341,ACME-EU-00586,1800142.2284612902,2025-08-22,won,2025-10-18
OPP-0002342,ACME-EU-00586,1896080.434316082,2025-12-13,won,2026-02-02
OPP-0002343,ACME-EU-00586,825101.5852241241,2026-01-26,won,2026-02-11
OPP-0002344,ACME-EU-00586,473423.78787346015,2025-11-21,won,2025-12-15
OPP-0002345,ACME-EU-00587,778599.596010062,2025-10-09,lost,
OPP-0002346,ACME-EU-00587,699178.5876512363,2026-02-21,lost,2026-03-11
OPP-0002347,ACME-EU-00587,393500.1293805771,2025-10-28,lost,2025-11-10
OPP-0002348,ACME-EU-00587,1234170.0066979015,2025-10-13,won,2025-11-22
OPP-0002349,ACME-EU-00588,979417.1129918263,2025-06-06,lost,2025-07-08
OPP-0002350,ACME-EU-00588,1738116.935031807,2025-07-21,lost,
OPP-0002351,ACME-EU-00588,112613.6819400136,2025-04-30,lost,
OPP-0002352,ACME-EU-00588,1305542.4587324962,2025-07-25,won,2025-08-09
OPP-0002353,ACME-EU-00589,1537750.3130975442,2025-10-22,lost,
OPP-0002354,ACME-EU-00589,1530998.8099171987,2025-08-11,lost,2025-09-17
OPP-0002355,ACME-EU-00589,1777844.235836274,2026-02-10,lost,2026-03-03
OPP-0002356,ACME-EU-00589,1471615.7985175133,2026-01-18,lost,2026-03-15
OPP-0002357,ACME-EU-00590,1859229.6202130078,2025-06-22,lost,2025-07-23
OPP-0002358,ACME-EU-00590,698680.3696507383,2025-06-22,lost,2025-07-25
OPP-0002359,ACME-EU-00590,1031258.362665509,2026-03-02,lost,2026-04-14
OPP-0002360,ACME-EU-00590,77455.34340163681,2025-04-24,lost,
OPP-0002361,ACME-EU-00591,63567.295241417865,2025-10-23,lost,
OPP-0002362,ACME-EU-00591,518246.9098804638,2026-01-31,lost,
OPP-0002363,ACME-EU-00591,246574.03442121626,2025-11-19,lost,2025-12-17
OPP-0002364,ACME-EU-00591,557412.1674747195,2025-08-02,won,2025-09-04
OPP-0002365,ACME-EU-00592,395234.4243303749,2025-07-30,won,2025-08-28
OPP-0002366,ACME-EU-00592,105614.04843536406,2025-10-25,won,2025-12-07
OPP-0002367,ACME-EU-00592,1823143.0854917963,2025-06-27,lost,2025-08-22
OPP-0002368,ACME-EU-00592,66035.10620833847,2025-04-15,won,2025-05-21
OPP-0002369,ACME-EU-00593,1485360.1814573165,2026-01-20,won,2026-03-14
OPP-0002370,ACME-EU-00593,346688.3794930572,2025-05-22,lost,2025-06-29
OPP-0002371,ACME-EU-00593,1828847.76289922,2025-04-20,lost,2025-04-30
OPP-0002372,ACME-EU-00593,1790952.0822002774,2025-12-22,lost,2026-02-15
OPP-0002373,ACME-EU-00594,1325107.2354200517,2025-11-25,lost,2026-01-09
OPP-0002374,ACME-EU-00594,1360856.59211118,2025-09-22,won,2025-11-13
OPP-0002375,ACME-EU-00594,60411.32684089266,2025-08-05,won,
OPP-0002376,ACME-EU-00594,1970499.553921524,2025-11-11,won,2025-12-29
OPP-0002377,ACME-EU-00595,1761773.576972838,2025-09-01,won,
OPP-0002378,ACME-EU-00595,1795457.1401736795,2025-06-28,lost,2025-08-21
OPP-0002379,ACME-EU-00595,1335526.8472492003,2025-06-17,lost,2025-08-11
OPP-0002380,ACME-EU-00595,722334.5108763463,2025-10-12,won,
OPP-0002381,ACME-EU-00596,1792614.8657264377,2025-09-27,lost,2025-10-13
OPP-0002382,ACME-EU-00596,618458.009894825,2025-10-21,lost,2025-12-12
OPP-0002383,ACME-EU-00596,1147287.5095172955,2025-06-25,lost,
OPP-0002384,ACME-EU-00596,244475.39607057068,2025-06-14,lost,2025-07-13
OPP-0002385,ACME-EU-00597,1847813.478758863,2025-09-10,won,2025-10-09
OPP-0002386,ACME-EU-00597,324502.392653866,2025-10-01,lost,
OPP-0002387,ACME-EU-00597,488548.7711742942,2025-05-26,lost,
OPP-0002388,ACME-EU-00597,1138361.6083500192,2025-05-26,lost,2025-06-29
OPP-0002389,ACME-EU-00598,1539981.350415314,2025-07-27,lost,2025-09-17
OPP-0002390,ACME-EU-00598,1257735.046575783,2026-02-27,lost,
OPP-0002391,ACME-EU-00598,502661.12996030453,2026-02-28,lost,2026-03-30
OPP-0002392,ACME-EU-00598,51838.932928606155,2025-06-12,lost,2025-06-30
OPP-0002393,ACME-EU-00599,1526443.6315995064,2025-06-10,won,2025-07-16
OPP-0002394,ACME-EU-00599,1971154.2855266328,2025-09-08,lost,
OPP-0002395,ACME-EU-00599,1629330.5845968763,2025-10-08,won,2025-11-14
OPP-0002396,ACME-EU-00599,947402.9054054,2025-04-29,lost,
OPP-0002397,ACME-EU-00600,1812346.159728258,2025-04-10,lost,2025-05-14
OPP-0002398,ACME-EU-00600,849202.9625807826,2025-11-06,won,2025-12-21
OPP-0002399,ACME-EU-00600,1073621.4642747617,2025-11-16,lost,
OPP-0002400,ACME-EU-00600,980403.0464215823,2025-06-05,lost,
OPP-0002401,ACME-EU-00601,922866.5516977736,2025-08-09,won,2025-09-21
OPP-0002402,ACME-EU-00601,1561622.0001231162,2025-09-19,lost,2025-09-30
OPP-0002403,ACME-EU-00601,1077199.3691755095,2025-05-26,lost,
OPP-0002404,ACME-EU-00601,667598.3879491714,2025-09-17,lost,2025-10-05
OPP-0002405,ACME-EU-00602,553408.4269340327,2025-11-17,lost,2025-12-15
OPP-0002406,ACME-EU-00602,123607.2680864951,2025-11-08,won,2025-12-02
OPP-0002407,ACME-EU-00602,1187230.5656719396,2026-02-06,won,
OPP-0002408,ACME-EU-00602,498424.7600320167,2025-07-31,lost,
OPP-0002409,ACME-EU-00603,338861.147931947,2025-11-11,won,
OPP-0002410,ACME-EU-00603,1324968.4294639714,2026-01-30,won,2026-03-01
OPP-0002411,ACME-EU-00603,1378358.0527520203,2025-06-15,lost,2025-08-13
OPP-0002412,ACME-EU-00603,1516702.0399024487,2025-07-20,won,2025-08-14
OPP-0002413,ACME-EU-00604,1031974.9478602534,2026-02-20,lost,2026-03-03
OPP-0002414,ACME-EU-00604,1793406.4801475788,2025-10-12,lost,2025-11-16
OPP-0002415,ACME-EU-00604,1875868.3691265443,2025-10-12,won,2025-12-04
OPP-0002416,ACME-EU-00604,1624373.3325953544,2025-11-04,lost,2025-12-12
OPP-0002417,ACME-EU-00605,1289407.2899159652,2025-05-12,lost,2025-06-23
OPP-0002418,ACME-EU-00605,642255.8595028179,2025-07-15,lost,2025-08-27
OPP-0002419,ACME-EU-00605,1966742.5971594313,2025-10-26,lost,
OPP-0002420,ACME-EU-00605,584565.5260242798,2025-10-10,lost,2025-12-04
OPP-0002421,ACME-EU-00606,445180.99788134056,2025-07-17,lost,2025-08-22
OPP-0002422,ACME-EU-00606,912200.5218838364,2025-07-29,lost,2025-08-14
OPP-0002423,ACME-EU-00606,160839.1128891575,2025-08-19,lost,
OPP-0002424,ACME-EU-00606,1958064.206109992,2025-06-27,lost,2025-08-24
OPP-0002425,ACME-EU-00607,1197445.4350120283,2025-12-14,won,2026-01-07
OPP-0002426,ACME-EU-00607,1136056.5787451419,2025-10-11,lost,2025-11-06
OPP-0002427,ACME-EU-00607,1328802.7458044537,2025-07-18,won,2025-08-05
OPP-0002428,ACME-EU-00607,1019196.113165553,2026-02-16,lost,
OPP-0002429,ACME-EU-00608,112523.85833435609,2025-05-29,lost,2025-06-20
OPP-0002430,ACME-EU-00608,1244007.0132387737,2025-06-14,lost,2025-07-25
OPP-0002431,ACME-EU-00608,1446539.0600650397,2025-06-25,lost,2025-07-06
OPP-0002432,ACME-EU-00608,862660.6682169037,2026-02-09,lost,2026-03-22
OPP-0002433,ACME-EU-00609,1526726.3655388262,2025-08-09,lost,2025-10-04
OPP-0002434,ACME-EU-00609,492652.5337099202,2025-05-31,lost,2025-06-29
OPP-0002435,ACME-EU-00609,481489.35257905885,2026-01-19,won,
OPP-0002436,ACME-EU-00609,364763.1259907692,2025-12-05,lost,
OPP-0002437,ACME-EU-00610,775389.7815888656,2025-12-12,won,
OPP-0002438,ACME-EU-00610,1701673.4690087128,2026-01-25,lost,2026-03-18
OPP-0002439,ACME-EU-00610,1664428.5211906754,2025-06-05,lost,2025-07-03
OPP-0002440,ACME-EU-00610,796507.2055288324,2025-09-20,lost,2025-11-14
OPP-0002441,ACME-EU-00611,1198781.5351614612,2025-09-02,lost,2025-10-08
OPP-0002442,ACME-EU-00611,1455591.8171260855,2025-09-07,lost,2025-10-22
OPP-0002443,ACME-EU-00611,520353.2105246448,2026-03-07,lost,
OPP-0002444,ACME-EU-00611,377875.1174947568,2025-08-31,lost,2025-10-09
OPP-0002445,ACME-EU-00612,1945587.1867640065,2025-11-12,won,
OPP-0002446,ACME-EU-00612,1254236.760758756,2026-02-19,lost,2026-03-11
OPP-0002447,ACME-EU-00612,1963760.6575756446,2026-02-15,won,2026-03-12
OPP-0002448,ACME-EU-00612,708624.1749078467,2026-02-08,lost,2026-03-15
OPP-0002449,ACME-EU-00613,1420911.8149495565,2025-05-19,lost,2025-06-27
OPP-0002450,ACME-EU-00613,484077.09125541354,2025-11-22,won,2025-12-03
OPP-0002451,ACME-EU-00613,559340.3339841303,2025-06-02,won,
OPP-0002452,ACME-EU-00613,1048209.1364757668,2025-11-02,lost,
OPP-0002453,ACME-EU-00614,673255.3447407389,2025-07-24,lost,2025-09-05
OPP-0002454,ACME-EU-00614,376862.0494891397,2025-11-19,lost,2026-01-08
OPP-0002455,ACME-EU-00614,562617.3688791858,2025-10-25,won,
OPP-0002456,ACME-EU-00614,119709.36920843605,2025-09-05,won,
OPP-0002457,ACME-EU-00615,1423626.061881099,2025-10-17,won,2025-11-17
OPP-0002458,ACME-EU-00615,1009627.4813174302,2025-12-28,won,
OPP-0002459,ACME-EU-00615,233773.97948882496,2025-11-01,won,2025-12-11
OPP-0002460,ACME-EU-00615,384803.28660055785,2025-06-22,lost,2025-07-22
OPP-0002461,ACME-EU-00616,249942.34931965583,2026-03-07,won,2026-04-21
OPP-0002462,ACME-EU-00616,1244555.9761379592,2025-11-26,won,2026-01-14
OPP-0002463,ACME-EU-00616,233710.2090443629,2025-07-29,won,2025-08-30
OPP-0002464,ACME-EU-00616,1520850.5494186713,2025-04-24,lost,2025-05-29
OPP-0002465,ACME-EU-00617,89996.2926747628,2026-02-28,lost,2026-03-27
OPP-0002466,ACME-EU-00617,536282.7865919897,2025-05-12,lost,
OPP-0002467,ACME-EU-00617,1786800.017989219,2025-07-22,lost,
OPP-0002468,ACME-EU-00617,1451136.0703383798,2025-08-03,lost,2025-08-27
OPP-0002469,ACME-EU-00618,192288.24920509104,2026-01-03,won,2026-02-15
OPP-0002470,ACME-EU-00618,1651195.9037461006,2025-11-18,lost,2025-12-19
OPP-0002471,ACME-EU-00618,1011418.4870033993,2026-02-25,lost,2026-04-03
OPP-0002472,ACME-EU-00618,1701226.902979217,2025-12-14,lost,2026-02-04
OPP-0002473,ACME-EU-00619,1221442.560178267,2025-07-19,lost,2025-09-15
OPP-0002474,ACME-EU-00619,1379574.4124640746,2025-12-10,won,2025-12-26
OPP-0002475,ACME-EU-00619,1987328.042771631,2025-04-30,won,2025-06-18
OPP-0002476,ACME-EU-00619,503054.3145518354,2026-01-15,lost,2026-03-07
OPP-0002477,ACME-EU-00620,1266693.8707847074,2026-02-26,lost,
OPP-0002478,ACME-EU-00620,947626.7106119269,2025-08-13,lost,2025-09-15
OPP-0002479,ACME-EU-00620,126931.3081992483,2026-02-24,lost,2026-04-09
OPP-0002480,ACME-EU-00620,78217.75093058682,2025-11-09,won,2025-12-01
OPP-0002481,ACME-EU-00621,282495.72674482444,2026-02-18,won,2026-04-17
OPP-0002482,ACME-EU-00621,1315728.8940501688,2025-12-25,won,2026-01-16
OPP-0002483,ACME-EU-00621,1155968.0214311148,2025-07-10,lost,
OPP-0002484,ACME-EU-00621,1129187.6442692685,2025-07-30,won,2025-09-08
OPP-0002485,ACME-EU-00622,112120.68693010716,2025-12-30,lost,
OPP-0002486,ACME-EU-00622,965140.8429020138,2025-05-02,won,2025-05-30
OPP-0002487,ACME-EU-00622,1853014.4947929305,2025-08-11,lost,2025-09-18
OPP-0002488,ACME-EU-00622,825304.1451557609,2025-11-29,lost,2025-12-30
OPP-0002489,ACME-EU-00623,1268598.81608749,2025-09-05,lost,2025-10-25
OPP-0002490,ACME-EU-00623,1570646.4174651299,2025-10-29,lost,2025-11-28
OPP-0002491,ACME-EU-00623,1578654.2943266807,2025-11-19,lost,
OPP-0002492,ACME-EU-00623,1062596.1606707792,2025-10-29,lost,2025-11-23
OPP-0002493,ACME-EU-00624,1723006.293534556,2026-02-18,won,2026-03-29
OPP-0002494,ACME-EU-00624,813187.2820593066,2026-02-14,lost,
OPP-0002495,ACME-EU-00624,1782951.768830357,2025-07-26,lost,2025-08-09
OPP-0002496,ACME-EU-00624,518442.97447131336,2025-10-07,lost,2025-11-26
OPP-0002497,ACME-EU-00625,596421.9936316136,2025-05-21,lost,2025-07-10
OPP-0002498,ACME-EU-00625,153585.21718805213,2025-07-23,won,2025-08-07
OPP-0002499,ACME-EU-00625,1601384.5812574516,2025-05-04,won,2025-06-03
OPP-0002500,ACME-EU-00625,863257.7106537758,2025-08-20,lost,2025-10-10
OPP-0002501,ACME-EU-00626,496777.39712722815,2026-01-31,won,2026-03-31
OPP-0002502,ACME-EU-00626,501991.04135233036,2025-06-23,lost,2025-07-13
OPP-0002503,ACME-EU-00626,1807729.8853970047,2025-09-03,lost,2025-10-06
OPP-0002504,ACME-EU-00626,1676137.3708990219,2026-01-12,lost,2026-02-18
OPP-0002505,ACME-EU-00627,1129385.2264465075,2026-02-18,won,2026-03-14
OPP-0002506,ACME-EU-00627,1251416.060810656,2025-06-10,won,
OPP-0002507,ACME-EU-00627,974934.8625730674,2025-11-11,won,2025-12-29
OPP-0002508,ACME-EU-00627,813749.7586136772,2025-12-29,won,
OPP-0002509,ACME-EU-00628,1835179.9183757463,2026-03-06,won,2026-04-30
OPP-0002510,ACME-EU-00628,294944.7718645891,2025-08-01,lost,2025-09-19
OPP-0002511,ACME-EU-00628,865971.2399466445,2026-02-24,lost,2026-04-21
OPP-0002512,ACME-EU-00628,721895.7205763569,2026-03-07,won,
OPP-0002513,ACME-EU-00629,1021393.9044897393,2025-08-06,won,2025-09-03
OPP-0002514,ACME-EU-00629,942382.1553630914,2025-07-24,won,
OPP-0002515,ACME-EU-00629,1061834.5867196089,2025-09-05,lost,
OPP-0002516,ACME-EU-00629,322842.00559263845,2026-01-14,lost,2026-03-14
OPP-0002517,ACME-EU-00630,1050625.9279508903,2025-06-29,lost,2025-07-25
OPP-0002518,ACME-EU-00630,522716.6870800612,2026-02-14,won,2026-02-26
OPP-0002519,ACME-EU-00630,409446.13052697293,2025-09-29,won,2025-10-11
OPP-0002520,ACME-EU-00630,176426.7266330729,2025-10-03,won,2025-11-20
OPP-0002521,ACME-EU-00631,1537172.4895744747,2025-12-18,won,
OPP-0002522,ACME-EU-00631,883511.745670292,2025-10-02,lost,2025-11-08
OPP-0002523,ACME-EU-00631,1271955.1824579288,2025-09-03,lost,2025-10-13
OPP-0002524,ACME-EU-00631,1468807.0194442496,2026-01-09,lost,2026-03-01
OPP-0002525,ACME-EU-00632,1374667.4973614293,2025-05-09,won,
OPP-0002526,ACME-EU-00632,967476.4022248804,2025-04-25,lost,2025-06-22
OPP-0002527,ACME-EU-00632,806402.1314558731,2025-08-11,lost,
OPP-0002528,ACME-EU-00632,783121.8237992943,2025-10-09,won,
OPP-0002529,ACME-EU-00633,1298095.15401361,2025-11-21,lost,2026-01-16
OPP-0002530,ACME-EU-00633,1014848.9921366532,2025-12-24,lost,2026-01-10
OPP-0002531,ACME-EU-00633,1705807.8835775957,2026-02-08,won,2026-03-06
OPP-0002532,ACME-EU-00633,1755668.8694370885,2025-04-30,won,2025-06-13
OPP-0002533,ACME-EU-00634,382592.737112711,2025-11-13,won,
OPP-0002534,ACME-EU-00634,315655.620514165,2025-08-30,lost,2025-10-14
OPP-0002535,ACME-EU-00634,1279281.805770199,2026-02-19,won,2026-03-27
OPP-0002536,ACME-EU-00634,637390.2087214448,2025-09-18,lost,2025-11-06
OPP-0002537,ACME-EU-00635,86212.90159194278,2025-07-25,lost,2025-09-17
OPP-0002538,ACME-EU-00635,1782853.2052577625,2025-09-08,lost,2025-10-20
OPP-0002539,ACME-EU-00635,492456.4961254261,2025-11-17,lost,2026-01-15
OPP-0002540,ACME-EU-00635,1862097.2707873278,2025-09-08,lost,
OPP-0002541,ACME-EU-00636,1448997.1792125946,2025-10-15,won,2025-11-04
OPP-0002542,ACME-EU-00636,1537174.3053273943,2025-04-25,lost,2025-05-25
OPP-0002543,ACME-EU-00636,442849.9167966628,2025-11-14,won,
OPP-0002544,ACME-EU-00636,506679.1299527852,2025-11-17,won,
OPP-0002545,ACME-EU-00637,1066472.1199569283,2025-07-02,won,2025-07-17
OPP-0002546,ACME-EU-00637,385594.7126672312,2025-07-02,lost,2025-08-28
OPP-0002547,ACME-EU-00637,645591.800731913,2025-05-11,won,2025-06-10
OPP-0002548,ACME-EU-00637,676851.8319982187,2025-05-01,lost,2025-06-07
OPP-0002549,ACME-EU-00638,361278.36984288995,2025-11-12,lost,
OPP-0002550,ACME-EU-00638,450106.52512056346,2025-05-13,lost,2025-06-08
OPP-0002551,ACME-EU-00638,1587676.0919161004,2025-09-30,lost,
OPP-0002552,ACME-EU-00638,376031.9163671733,2025-08-24,lost,2025-09-20
OPP-0002553,ACME-EU-00639,105491.91409564886,2025-06-23,lost,2025-07-13
OPP-0002554,ACME-EU-00639,1277242.1381264299,2025-10-13,lost,2025-12-07
OPP-0002555,ACME-EU-00639,1953167.0828152774,2025-07-13,won,2025-09-04
OPP-0002556,ACME-EU-00639,695866.9385150867,2026-01-22,lost,2026-02-25
OPP-0002557,ACME-EU-00640,281378.621232692,2025-08-24,won,2025-10-02
OPP-0002558,ACME-EU-00640,1162255.284466685,2026-01-22,lost,2026-02-25
OPP-0002559,ACME-EU-00640,1817390.71163651,2025-12-22,lost,
OPP-0002560,ACME-EU-00640,1578920.4706655336,2025-11-06,won,2025-11-22
OPP-0002561,ACME-EU-00641,1263905.9434047963,2025-12-25,lost,
OPP-0002562,ACME-EU-00641,664360.1683848188,2025-10-24,lost,2025-12-21
OPP-0002563,ACME-EU-00641,1106666.337888629,2025-12-10,lost,
OPP-0002564,ACME-EU-00641,227927.44054329797,2025-04-19,lost,
OPP-0002565,ACME-EU-00642,1373943.5773473063,2026-01-08,won,2026-02-23
OPP-0002566,ACME-EU-00642,1463937.236850419,2025-10-23,lost,
OPP-0002567,ACME-EU-00642,1931811.6646743417,2026-01-19,won,2026-03-15
OPP-0002568,ACME-EU-00642,557774.8495528897,2025-06-24,lost,
OPP-0002569,ACME-EU-00643,85990.01713389414,2025-11-23,won,2025-12-29
OPP-0002570,ACME-EU-00643,1113936.5056329437,2025-11-17,lost,2025-12-22
OPP-0002571,ACME-EU-00643,1428241.483573788,2025-06-29,lost,2025-07-21
OPP-0002572,ACME-EU-00643,1591294.5779718265,2025-11-12,lost,2025-12-15
OPP-0002573,ACME-EU-00644,427790.9193983807,2025-08-24,lost,2025-09-14
OPP-0002574,ACME-EU-00644,560418.0946221962,2026-01-18,lost,
OPP-0002575,ACME-EU-00644,1049552.3042712277,2025-07-08,lost,
OPP-0002576,ACME-EU-00644,694671.5794415036,2026-02-03,won,2026-02-26
OPP-0002577,ACME-EU-00645,1727997.3988455178,2025-05-12,lost,
OPP-0002578,ACME-EU-00645,973832.2997905045,2025-12-31,lost,
OPP-0002579,ACME-EU-00645,1609178.3559989058,2025-04-24,lost,2025-05-12
OPP-0002580,ACME-EU-00645,1182208.5329405898,2026-01-20,won,2026-03-01
OPP-0002581,ACME-EU-00646,1557525.7761533684,2025-12-26,lost,2026-01-08
OPP-0002582,ACME-EU-00646,698712.3237341315,2025-08-30,lost,
OPP-0002583,ACME-EU-00646,1671262.4127641069,2025-06-22,won,
OPP-0002584,ACME-EU-00646,585416.0153244921,2025-12-30,lost,2026-01-27
OPP-0002585,ACME-EU-00647,1114892.675606417,2025-12-10,won,2025-12-20
OPP-0002586,ACME-EU-00647,467313.8706890547,2025-06-23,won,
OPP-0002587,ACME-EU-00647,977276.717171077,2025-11-04,won,
OPP-0002588,ACME-EU-00647,670441.6585419711,2025-07-22,won,
OPP-0002589,ACME-EU-00648,570071.6897425677,2025-05-19,lost,2025-06-26
OPP-0002590,ACME-EU-00648,1935620.785154673,2025-11-01,won,2025-12-25
OPP-0002591,ACME-EU-00648,362144.5056991247,2025-06-03,lost,2025-06-18
OPP-0002592,ACME-EU-00648,1585285.3830419208,2025-05-01,won,2025-05-11
OPP-0002593,ACME-EU-00649,1969121.6709922692,2025-11-30,lost,
OPP-0002594,ACME-EU-00649,88807.89329315178,2025-04-18,won,2025-05-22
OPP-0002595,ACME-EU-00649,1413103.4573820853,2025-05-17,lost,
OPP-0002596,ACME-EU-00649,543178.0208347598,2025-09-09,lost,2025-10-15
OPP-0002597,ACME-EU-00650,128951.25744019367,2025-09-17,won,
OPP-0002598,ACME-EU-00650,835634.67896543,2025-04-28,lost,2025-05-29
OPP-0002599,ACME-EU-00650,1873674.7298332064,2025-09-03,lost,2025-09-29
OPP-0002600,ACME-EU-00650,72941.93401564549,2026-01-12,lost,2026-02-19
OPP-0002601,ACME-EU-00651,1196377.0992630743,2026-02-07,won,2026-02-19
OPP-0002602,ACME-EU-00651,1027723.1332608825,2025-12-16,lost,
OPP-0002603,ACME-EU-00651,1753099.1205235426,2025-10-09,won,2025-11-04
OPP-0002604,ACME-EU-00651,213803.34331522003,2026-02-02,lost,2026-02-13
OPP-0002605,ACME-EU-00652,1378975.7582789683,2025-08-09,lost,
OPP-0002606,ACME-EU-00652,1376213.9119448906,2025-11-24,lost,
OPP-0002607,ACME-EU-00652,1354706.0328814522,2025-08-02,lost,2025-09-12
OPP-0002608,ACME-EU-00652,1887552.2651233221,2025-09-28,won,
OPP-0002609,ACME-EU-00653,1655020.6815634167,2025-08-02,lost,2025-09-02
OPP-0002610,ACME-EU-00653,131846.8161748367,2025-06-13,lost,2025-07-31
OPP-0002611,ACME-EU-00653,968611.5588738007,2025-11-10,won,2025-12-22
OPP-0002612,ACME-EU-00653,826008.4595926002,2025-09-09,lost,2025-10-10
OPP-0002613,ACME-EU-00654,654787.0811270641,2025-11-24,lost,2026-01-19
OPP-0002614,ACME-EU-00654,930106.6140504897,2025-08-05,lost,2025-08-18
OPP-0002615,ACME-EU-00654,799178.660605656,2025-08-17,lost,2025-10-03
OPP-0002616,ACME-EU-00654,893051.1047633974,2025-12-30,won,
OPP-0002617,ACME-EU-00655,1959560.6379368529,2026-01-25,won,2026-02-16
OPP-0002618,ACME-EU-00655,222834.30076168248,2025-04-15,lost,
OPP-0002619,ACME-EU-00655,1848350.1961855232,2025-05-13,won,
OPP-0002620,ACME-EU-00655,986461.5912685021,2025-07-25,lost,2025-08-26
OPP-0002621,ACME-EU-00656,1266297.3787241052,2025-09-07,won,2025-09-29
OPP-0002622,ACME-EU-00656,1668856.784904503,2025-11-23,lost,2025-12-22
OPP-0002623,ACME-EU-00656,752902.9068410483,2025-12-16,won,
OPP-0002624,ACME-EU-00656,889322.7207715354,2025-07-03,lost,2025-08-14
OPP-0002625,ACME-EU-00657,848561.0365434922,2026-02-17,won,2026-04-01
OPP-0002626,ACME-EU-00657,780725.4939447317,2025-08-26,won,
OPP-0002627,ACME-EU-00657,1854782.177211445,2025-09-13,lost,2025-10-30
OPP-0002628,ACME-EU-00657,1666413.2878263735,2026-03-03,lost,2026-04-10
OPP-0002629,ACME-EU-00658,262549.9802328034,2025-12-30,lost,2026-02-09
OPP-0002630,ACME-EU-00658,260840.53733033728,2025-11-03,lost,
OPP-0002631,ACME-EU-00658,884345.5539633328,2025-10-01,lost,
OPP-0002632,ACME-EU-00658,242381.88462897766,2025-07-05,lost,2025-07-25
OPP-0002633,ACME-EU-00659,1257231.5357786834,2025-08-19,lost,2025-09-15
OPP-0002634,ACME-EU-00659,330198.6341603811,2025-10-13,lost,
OPP-0002635,ACME-EU-00659,1068627.864735262,2025-10-18,won,
OPP-0002636,ACME-EU-00659,64078.896657249614,2025-08-23,lost,
OPP-0002637,ACME-EU-00660,667362.8794046611,2025-10-07,won,2025-11-30
OPP-0002638,ACME-EU-00660,1370521.9111616781,2025-10-19,lost,
OPP-0002639,ACME-EU-00660,993875.9334443044,2025-05-01,lost,2025-05-31
OPP-0002640,ACME-EU-00660,1957625.4976980267,2025-09-26,lost,2025-10-17
OPP-0002641,ACME-EU-00661,1754502.402329111,2025-04-30,won,
OPP-0002642,ACME-EU-00661,750188.0191341449,2026-02-17,lost,2026-04-06
OPP-0002643,ACME-EU-00661,138698.75587093545,2025-12-18,lost,
OPP-0002644,ACME-EU-00661,1698971.2852242866,2025-12-31,lost,2026-01-29
OPP-0002645,ACME-EU-00662,1826906.9051136093,2025-10-30,won,
OPP-0002646,ACME-EU-00662,1650223.4171671218,2025-12-13,won,2025-12-29
OPP-0002647,ACME-EU-00662,299502.3847935415,2025-08-04,lost,2025-09-09
OPP-0002648,ACME-EU-00662,1995934.512103961,2025-05-09,lost,2025-05-25
OPP-0002649,ACME-EU-00663,554239.232027909,2025-09-30,lost,2025-10-11
OPP-0002650,ACME-EU-00663,1462199.5799763217,2025-09-13,lost,
OPP-0002651,ACME-EU-00663,1820668.008854657,2025-11-13,won,2026-01-04
OPP-0002652,ACME-EU-00663,509589.8729448834,2025-08-26,lost,2025-10-07
OPP-0002653,ACME-EU-00664,1821104.1816202789,2025-04-17,lost,2025-05-17
OPP-0002654,ACME-EU-00664,653489.0794299906,2025-12-14,won,
OPP-0002655,ACME-EU-00664,1954005.7836489095,2025-05-25,lost,2025-07-02
OPP-0002656,ACME-EU-00664,598457.0397419254,2025-12-19,lost,2026-01-29
OPP-0002657,ACME-EU-00665,1909199.8582777786,2025-10-09,lost,2025-12-02
OPP-0002658,ACME-EU-00665,154412.06924071605,2026-01-08,lost,
OPP-0002659,ACME-EU-00665,1433080.4227561355,2026-01-08,lost,2026-01-29
OPP-0002660,ACME-EU-00665,1087616.7109821574,2026-02-10,lost,2026-03-04
OPP-0002661,ACME-EU-00666,981860.3003893248,2026-01-26,lost,
OPP-0002662,ACME-EU-00666,485813.912798888,2025-09-22,lost,2025-11-09
OPP-0002663,ACME-EU-00666,1425911.7900641593,2025-12-14,lost,2026-02-05
OPP-0002664,ACME-EU-00666,422078.50832029886,2025-09-14,lost,
OPP-0002665,ACME-EU-00667,1128041.502170298,2026-02-21,won,2026-04-20
OPP-0002666,ACME-EU-00667,543828.4579284891,2025-12-02,lost,2026-01-20
OPP-0002667,ACME-EU-00667,1913461.6905736444,2025-08-24,won,2025-09-05
OPP-0002668,ACME-EU-00667,105830.827979523,2025-12-02,lost,
OPP-0002669,ACME-EU-00668,439470.14621691126,2026-01-04,lost,2026-02-21
OPP-0002670,ACME-EU-00668,522505.68245552306,2025-04-14,lost,2025-05-01
OPP-0002671,ACME-EU-00668,857432.260247242,2026-03-05,won,2026-04-29
OPP-0002672,ACME-EU-00668,503823.9716466044,2026-03-08,lost,
OPP-0002673,ACME-EU-00669,1008130.7260241313,2026-02-16,lost,2026-04-12
